日期,股票代码,股票名称,收盘价,涨跌幅,换手率%,成交量比均量,整理期波动%,突破前最大振幅%,前5日实体波动%,实体饱满度,30日累积换手率%,MA5,MA10,MA20,是否低于MA250
2026-01-09,600728,佳都科技,7.15,6.24%,8.49%,3.83,14.83%,4.76%,2.06%,75.47%,73.08%,6.80,6.67,6.45,否
2026-01-09,600797,浙大网新,10.61,2.41%,7.11%,1.46,17.53%,4.24%,3.94%,80.65%,138.46%,10.37,10.10,9.93,否
2026-01-09,600825,新华传媒,6.91,3.29%,3.92%,3.50,13.46%,7.96%,4.37%,84.85%,27.90%,6.52,6.34,6.29,否
2026-01-09,600961,株冶集团,17.75,4.11%,3.57%,1.25,18.70%,5.42%,2.85%,58.18%,86.58%,17.18,16.71,16.32,否
2026-01-09,601086,国芳集团,10.64,2.60%,4.13%,1.31,15.32%,2.33%,1.18%,81.25%,86.98%,10.38,10.37,10.44,否
2026-01-09,601226,华电科工,8.93,6.82%,7.31%,3.50,19.93%,4.88%,3.44%,70.00%,46.50%,8.30,8.15,8.05,否
2026-01-09,601900,南方传媒,13.70,3.47%,1.73%,1.56,14.23%,4.71%,3.77%,95.65%,22.52%,13.54,13.48,13.59,是
2026-01-09,603000,人民网,21.05,4.88%,3.74%,2.98,12.30%,3.74%,2.51%,86.96%,38.00%,20.07,19.48,19.14,否
2026-01-09,603045,福达合金,22.50,8.28%,7.62%,2.94,18.89%,7.63%,3.99%,92.47%,52.28%,20.65,20.19,19.68,否
2026-01-09,603116,红蜻蜓,6.79,7.61%,5.79%,3.31,17.97%,5.16%,2.90%,87.72%,60.06%,6.37,6.21,5.97,否
2026-01-09,603637,镇海股份,11.82,2.78%,4.74%,2.17,15.48%,5.75%,4.38%,65.96%,53.26%,11.19,11.03,10.79,否
2026-01-09,603887,城地香江,15.34,7.72%,5.91%,3.03,19.04%,7.48%,4.02%,90.43%,53.74%,14.38,14.05,13.94,是
2026-01-09,603888,新华网,22.24,7.91%,5.73%,3.57,15.92%,5.32%,3.19%,93.18%,39.46%,20.81,20.01,19.50,否
2026-01-09,603995,甬金股份,19.19,2.07%,3.03%,1.97,12.45%,3.40%,2.36%,55.38%,46.41%,18.60,18.37,17.96,否
2026-01-09,605066,天正电气,7.88,4.10%,5.79%,2.29,14.21%,2.27%,1.20%,55.17%,53.42%,7.54,7.46,7.36,否
2026-01-09,605162,新中港,9.29,4.85%,2.76%,1.86,13.78%,2.87%,1.72%,72.88%,28.08%,8.88,8.75,8.69,否
2026-01-05,000670,盈方微,7.73,4.74%,4.80%,1.71,19.79%,2.43%,1.62%,60.71%,53.23%,7.48,7.43,7.44,否
2025-12-25,002172,澳洋健康,4.18,3.98%,4.32%,1.43,17.94%,5.30%,3.54%,68.42%,84.68%,4.09,4.03,4.12,否
2025-12-25,002626,金达威,20.03,5.98%,3.01%,2.16,17.67%,2.26%,1.40%,89.63%,30.95%,19.08,18.79,18.78,否
2025-12-25,002652,扬子新材,4.02,10.14%,7.27%,2.11,16.67%,7.44%,3.30%,78.72%,105.39%,3.71,3.61,3.68,否
2025-12-25,002683,广东宏大,43.06,4.57%,3.47%,1.69,16.84%,6.41%,4.26%,56.23%,64.67%,42.00,41.12,40.50,否
2025-12-25,002801,微光股份,34.92,2.83%,2.58%,1.48,15.92%,3.34%,2.65%,65.55%,36.83%,33.55,33.00,32.93,否
2025-12-25,002870,香山股份,39.69,10.01%,9.35%,2.79,19.98%,3.98%,2.95%,98.63%,63.05%,36.70,36.08,36.10,否
2025-12-25,002933,新兴装备,36.01,3.54%,6.17%,2.84,12.05%,4.53%,3.51%,76.13%,74.72%,35.17,34.96,34.28,否
2025-12-25,002987,京北方,20.29,4.70%,3.95%,2.42,16.56%,3.48%,2.18%,77.53%,35.97%,19.48,19.30,19.13,否
2025-12-25,600433,冠豪高新,3.36,3.07%,2.49%,2.16,10.71%,3.77%,2.83%,75.00%,30.04%,3.24,3.18,3.20,否
2025-12-25,600862,中航高科,22.68,2.62%,2.73%,2.65,13.98%,6.66%,3.78%,69.88%,33.47%,22.23,21.87,21.47,是
2025-12-25,600893,航发动力,41.34,6.46%,2.69%,3.08,15.87%,4.64%,3.93%,75.23%,21.29%,39.25,38.20,37.53,否
2025-12-25,603016,新宏泰,28.70,4.06%,4.14%,2.74,17.21%,3.47%,1.43%,68.67%,37.07%,27.53,27.19,26.74,是
2025-12-25,603082,北自科技,36.63,2.61%,2.90%,1.22,13.92%,2.91%,1.93%,88.89%,50.74%,35.71,35.38,35.88,是
2025-12-25,603270,金帝股份,25.23,4.60%,8.02%,2.54,13.08%,1.84%,1.38%,83.87%,78.61%,24.22,23.94,24.17,否
2025-12-25,603611,诺力股份,24.42,2.13%,1.91%,1.19,14.58%,3.52%,1.97%,92.86%,31.01%,23.61,23.24,23.25,否
2025-12-25,603895,天永智能,29.30,5.21%,4.08%,2.91,15.87%,3.23%,2.63%,95.35%,40.77%,28.26,28.19,28.52,否
2025-12-25,603919,金徽酒,20.43,3.08%,1.62%,1.70,9.30%,2.88%,1.51%,68.37%,25.35%,20.01,19.98,20.04,否
