日期,股票代码,股票名称,收盘价,涨跌幅,换手率%,成交量比均量,整理期波动%,突破前最大振幅%,前5日实体波动%,实体饱满度,30日累积换手率%,MA5,MA10,MA20,是否低于MA250
2026-01-06,002797,第一创业,7.16,2.58%,2.94%,2.21,17.04%,1.75%,1.31%,85.71%,30.51%,6.98,6.96,6.94,是
2026-01-06,002845,同兴达,14.79,3.14%,5.11%,1.66,13.39%,2.91%,1.60%,79.03%,124.90%,14.28,14.20,14.21,否
2026-01-06,002939,长城证券,10.65,3.00%,2.09%,1.84,18.59%,2.25%,1.27%,93.75%,26.90%,10.37,10.27,10.21,否
2026-01-06,002986,宇新股份,11.54,6.85%,4.45%,4.61,10.57%,2.38%,2.38%,72.28%,22.80%,10.92,10.87,10.73,否
2026-01-06,600109,国金证券,9.70,2.97%,2.13%,2.13,14.85%,1.51%,1.18%,85.29%,20.13%,9.42,9.35,9.31,否
2026-01-06,600155,华创云信,6.91,3.29%,2.58%,1.94,16.93%,2.41%,0.90%,81.48%,41.95%,6.69,6.67,6.76,是
2026-01-06,600273,嘉化能源,9.59,9.98%,5.85%,4.67,14.81%,4.63%,3.56%,100.00%,31.80%,8.78,8.57,8.42,否
2026-01-06,600318,新力金融,9.22,2.67%,5.76%,1.94,13.56%,2.23%,1.12%,93.33%,87.24%,9.04,9.01,8.92,是
2026-01-06,600328,中盐化工,8.55,3.89%,2.24%,1.45,14.85%,4.71%,2.97%,85.71%,38.89%,8.35,8.19,8.04,否
2026-01-06,600359,新农开发,7.28,2.25%,2.98%,1.42,7.55%,2.95%,2.10%,78.95%,67.00%,7.22,7.20,7.12,否
2026-01-06,600372,中航机载,14.16,4.73%,2.97%,2.97,15.75%,3.63%,2.12%,76.14%,37.81%,13.50,13.28,13.00,否
2026-01-06,600390,五矿资本,5.81,3.57%,1.76%,2.29,10.67%,1.97%,1.08%,91.30%,20.47%,5.63,5.59,5.53,是
2026-01-06,600399,抚顺特钢,6.19,5.99%,6.24%,2.38,17.12%,8.43%,3.27%,75.51%,88.93%,5.95,5.79,5.58,否
2026-01-06,600446,金证股份,17.02,6.04%,6.34%,3.28,16.69%,2.48%,0.83%,79.17%,53.32%,16.16,15.86,15.74,是
2026-01-06,600523,贵航股份,16.05,2.16%,3.56%,2.14,12.27%,3.53%,2.42%,66.67%,53.48%,15.70,15.45,15.26,否
2026-01-06,600611,大众交通,6.07,9.96%,9.24%,5.28,12.03%,1.65%,1.10%,96.43%,56.09%,5.60,5.58,5.57,是
2026-01-06,600620,天宸股份,7.16,9.98%,2.99%,2.22,17.32%,5.02%,3.20%,98.55%,46.25%,6.71,6.67,6.45,否
2026-01-06,600621,华鑫股份,15.88,2.92%,2.92%,2.17,14.86%,2.36%,1.29%,67.69%,30.06%,15.45,15.28,15.26,否
2026-01-06,600643,爱建集团,5.65,2.91%,1.65%,1.89,10.80%,2.19%,1.26%,90.00%,25.95%,5.54,5.48,5.39,否
2026-01-06,600703,三安光电,14.86,3.34%,2.90%,2.30,19.65%,5.09%,2.65%,73.68%,35.74%,14.37,13.97,13.69,否
2026-01-06,600718,东软集团,10.50,3.04%,3.38%,1.89,13.14%,2.52%,1.41%,66.67%,47.20%,10.10,10.01,9.93,否
2026-01-06,600722,金牛化工,6.49,7.45%,6.24%,2.94,16.80%,4.38%,1.01%,76.47%,43.09%,6.08,6.02,5.99,否
2026-01-06,600727,鲁北化工,7.11,3.19%,2.32%,1.59,16.74%,2.17%,1.16%,95.45%,32.25%,6.94,6.91,6.89,是
2026-01-06,600739,辽宁成大,12.27,7.16%,3.47%,3.74,15.00%,2.42%,2.24%,91.40%,24.50%,11.51,11.50,11.45,否
2026-01-06,600866,星湖科技,7.13,2.44%,3.00%,1.71,18.93%,2.79%,2.06%,94.12%,37.11%,6.94,6.90,6.83,否
2026-01-06,600909,华安证券,7.60,9.99%,8.47%,5.31,17.50%,3.15%,1.92%,98.61%,32.39%,6.97,6.79,6.67,否
2026-01-06,600958,东方证券,11.43,2.70%,1.98%,1.90,12.69%,2.86%,2.20%,94.29%,25.10%,11.05,10.92,10.85,否
2026-01-06,601059,信达证券,18.22,2.42%,6.72%,1.29,15.04%,0.84%,0.23%,93.75%,119.64%,17.84,17.83,17.93,否
2026-01-06,601108,财通证券,9.05,2.96%,2.49%,2.74,10.83%,2.42%,1.38%,84.21%,25.32%,8.83,8.69,8.60,否
2026-01-06,601377,兴业证券,7.77,4.16%,3.78%,1.97,16.99%,6.74%,3.10%,86.84%,74.61%,7.53,7.48,7.38,否
2026-01-06,601555,东吴证券,9.50,3.15%,2.27%,2.34,12.53%,2.21%,1.10%,91.43%,22.64%,9.21,9.10,9.02,否
2026-01-06,601901,方正证券,8.08,2.67%,1.82%,1.90,9.90%,1.40%,0.64%,90.91%,20.60%,7.88,7.84,7.82,否
2026-01-06,603000,人民网,19.90,2.05%,2.27%,1.95,12.61%,2.94%,2.36%,67.12%,40.64%,19.23,19.01,19.01,是
2026-01-06,603012,创力集团,6.63,9.95%,10.71%,5.46,17.80%,3.23%,2.21%,100.00%,45.24%,6.14,6.00,5.82,否
2026-01-06,603027,千禾味业,10.34,3.09%,1.87%,1.66,15.28%,3.36%,1.83%,83.78%,32.52%,9.95,9.92,9.63,否
2026-01-06,603093,南华期货,20.39,3.66%,2.39%,1.98,16.87%,4.73%,3.47%,76.60%,32.76%,19.79,19.52,19.49,否
2026-01-06,603115,海星股份,20.76,5.38%,4.26%,2.14,14.74%,6.63%,4.33%,64.44%,32.58%,19.34,19.09,18.65,否
2026-01-06,603291,联合水务,10.25,4.49%,7.15%,1.99,16.00%,1.97%,1.35%,91.49%,130.06%,9.79,9.75,9.89,是
2026-01-06,603505,金石资源,19.27,3.27%,2.47%,1.39,15.46%,3.28%,1.62%,80.60%,40.96%,18.90,18.87,18.42,否
2026-01-06,603599,广信股份,11.97,3.46%,1.55%,1.59,13.87%,2.79%,1.75%,73.08%,24.12%,11.61,11.52,11.41,否
2026-01-06,603617,君禾股份,8.18,9.95%,10.01%,4.34,15.04%,4.31%,2.42%,97.30%,61.81%,7.63,7.48,7.32,否
2026-01-05,000670,盈方微,7.73,4.74%,4.80%,1.71,19.79%,2.43%,1.62%,60.71%,53.23%,7.48,7.43,7.44,否
2025-12-25,002172,澳洋健康,4.18,3.98%,4.32%,1.43,17.94%,5.30%,3.54%,68.42%,84.68%,4.09,4.03,4.12,否
2025-12-25,002626,金达威,20.03,5.98%,3.01%,2.16,17.67%,2.26%,1.40%,89.63%,30.95%,19.08,18.79,18.78,否
2025-12-25,002652,扬子新材,4.02,10.14%,7.27%,2.11,16.67%,7.44%,3.30%,78.72%,105.39%,3.71,3.61,3.68,否
2025-12-25,002683,广东宏大,43.06,4.57%,3.47%,1.69,16.84%,6.41%,4.26%,56.23%,64.67%,42.00,41.12,40.50,否
2025-12-25,002801,微光股份,34.92,2.83%,2.58%,1.48,15.92%,3.34%,2.65%,65.55%,36.83%,33.55,33.00,32.93,否
2025-12-25,002870,香山股份,39.69,10.01%,9.35%,2.79,19.98%,3.98%,2.95%,98.63%,63.05%,36.70,36.08,36.10,否
2025-12-25,002933,新兴装备,36.01,3.54%,6.17%,2.84,12.05%,4.53%,3.51%,76.13%,74.72%,35.17,34.96,34.28,否
2025-12-25,002987,京北方,20.29,4.70%,3.95%,2.42,16.56%,3.48%,2.18%,77.53%,35.97%,19.48,19.30,19.13,否
2025-12-25,600433,冠豪高新,3.36,3.07%,2.49%,2.16,10.71%,3.77%,2.83%,75.00%,30.04%,3.24,3.18,3.20,否
2025-12-25,600862,中航高科,22.68,2.62%,2.73%,2.65,13.98%,6.66%,3.78%,69.88%,33.47%,22.23,21.87,21.47,是
2025-12-25,600893,航发动力,41.34,6.46%,2.69%,3.08,15.87%,4.64%,3.93%,75.23%,21.29%,39.25,38.20,37.53,否
2025-12-25,603016,新宏泰,28.70,4.06%,4.14%,2.74,17.21%,3.47%,1.43%,68.67%,37.07%,27.53,27.19,26.74,是
2025-12-25,603082,北自科技,36.63,2.61%,2.90%,1.22,13.92%,2.91%,1.93%,88.89%,50.74%,35.71,35.38,35.88,是
2025-12-25,603270,金帝股份,25.23,4.60%,8.02%,2.54,13.08%,1.84%,1.38%,83.87%,78.61%,24.22,23.94,24.17,否
2025-12-25,603611,诺力股份,24.42,2.13%,1.91%,1.19,14.58%,3.52%,1.97%,92.86%,31.01%,23.61,23.24,23.25,否
2025-12-25,603895,天永智能,29.30,5.21%,4.08%,2.91,15.87%,3.23%,2.63%,95.35%,40.77%,28.26,28.19,28.52,否
2025-12-25,603919,金徽酒,20.43,3.08%,1.62%,1.70,9.30%,2.88%,1.51%,68.37%,25.35%,20.01,19.98,20.04,否
