日期,股票代码,股票名称,收盘价,涨跌幅,换手率%,成交量比均量,整理期波动%,突破前最大振幅%,前5日实体波动%,实体饱满度,30日累积换手率%,MA5,MA10,MA20,是否低于MA250
2026-01-08,002099,海翔药业,6.86,2.85%,2.47%,2.10,19.53%,8.10%,3.08%,60.00%,37.90%,6.54,6.35,6.15,否
2026-01-08,002107,沃华医药,7.13,5.63%,5.24%,2.42,17.81%,6.09%,2.56%,77.78%,79.72%,6.70,6.48,6.29,否
2026-01-08,002111,威海广泰,10.70,2.10%,2.74%,1.62,10.75%,2.51%,1.64%,96.97%,66.12%,10.54,10.42,10.15,否
2026-01-08,002174,游族网络,12.86,2.55%,3.76%,1.11,18.82%,3.73%,1.96%,68.89%,75.91%,12.56,12.54,12.05,否
2026-01-08,002194,武汉凡谷,13.76,2.23%,9.16%,2.05,15.63%,3.47%,2.19%,58.82%,127.34%,13.34,13.14,12.84,否
2026-01-08,002204,大连重工,7.86,3.83%,5.74%,1.67,18.58%,4.93%,2.56%,78.13%,105.26%,7.63,7.59,7.49,否
2026-01-08,002271,东方雨虹,14.59,4.44%,3.06%,1.68,15.49%,4.19%,3.31%,81.48%,57.71%,14.09,13.87,13.60,否
2026-01-08,002354,天娱数科,6.93,2.67%,7.18%,1.81,15.44%,6.75%,4.71%,55.56%,112.69%,6.70,6.46,6.34,否
2026-01-08,002416,爱施德,12.85,2.88%,3.43%,1.87,12.22%,3.52%,2.21%,67.74%,44.86%,12.65,12.43,12.16,否
2026-01-08,002520,日发精机,6.40,3.56%,6.04%,1.55,14.06%,3.18%,1.44%,77.42%,147.94%,6.27,6.24,6.16,是
2026-01-08,002583,海能达,11.83,2.42%,4.99%,1.60,11.67%,2.92%,1.65%,77.78%,95.89%,11.59,11.50,11.23,是
2026-01-08,002651,利君股份,12.24,3.55%,7.27%,1.73,12.99%,3.23%,1.95%,85.96%,167.39%,11.90,11.78,11.64,否
2026-01-08,002724,海洋王,6.97,2.20%,1.75%,1.15,19.08%,2.23%,1.76%,76.19%,35.16%,6.85,6.82,6.81,否
2026-01-08,002743,富煌钢构,5.68,3.27%,4.16%,2.03,12.32%,4.24%,1.45%,58.62%,54.73%,5.52,5.49,5.40,是
2026-01-08,002755,奥赛康,18.19,5.88%,3.27%,2.56,18.86%,7.72%,4.23%,63.40%,24.81%,17.18,16.82,16.73,是
2026-01-08,002761,浙江建投,8.86,2.78%,2.00%,1.86,14.45%,1.52%,1.26%,64.10%,24.39%,8.69,8.64,8.57,是
2026-01-08,002952,亚世光电,21.24,5.83%,8.46%,1.95,17.94%,2.79%,1.53%,65.61%,130.50%,20.25,20.02,20.28,否
2026-01-08,003025,思进智能,14.60,2.17%,2.61%,1.23,12.53%,2.45%,0.90%,69.81%,45.49%,14.37,14.29,14.01,否
2026-01-08,003037,三和管桩,8.99,10.04%,7.90%,4.87,18.58%,3.27%,1.89%,96.34%,37.79%,8.33,8.13,7.80,否
2026-01-08,600072,中船科技,12.07,3.25%,3.31%,2.26,12.43%,2.24%,1.68%,82.14%,39.20%,11.81,11.72,11.68,是
2026-01-08,600405,动力源,5.52,2.22%,3.02%,1.25,19.02%,2.46%,1.70%,75.00%,46.82%,5.36,5.28,5.23,是
2026-01-08,600476,湘邮科技,16.30,2.58%,2.79%,1.38,16.99%,3.12%,2.10%,91.30%,52.62%,16.07,15.91,15.69,是
2026-01-08,600509,天富能源,8.80,3.77%,4.81%,1.39,13.86%,4.17%,1.45%,61.54%,93.80%,8.47,8.45,8.49,否
2026-01-08,600523,贵航股份,16.27,3.11%,3.77%,2.21,13.46%,3.44%,2.29%,65.93%,56.74%,15.90,15.65,15.36,否
2026-01-08,600560,金自天正,16.95,2.29%,1.78%,1.20,16.64%,2.81%,1.06%,55.77%,29.39%,16.56,16.31,16.08,否
2026-01-08,600590,泰豪科技,10.39,7.67%,12.63%,5.19,17.04%,2.92%,2.34%,76.84%,64.56%,9.69,9.50,9.29,否
2026-01-08,600640,国脉文化,13.55,5.28%,2.47%,1.49,18.97%,2.74%,2.27%,64.81%,28.08%,12.96,12.66,12.55,否
2026-01-08,600658,电子城,6.00,3.45%,4.46%,1.67,19.83%,8.19%,3.02%,63.89%,58.46%,5.69,5.60,5.57,否
2026-01-08,600698,湖南天雁,9.27,3.00%,3.73%,1.80,17.58%,3.23%,2.17%,58.33%,41.46%,9.13,9.07,8.99,否
2026-01-08,600768,宁波富邦,14.67,2.88%,3.58%,1.38,16.43%,6.16%,3.08%,66.67%,81.96%,14.29,13.92,13.45,否
2026-01-08,600822,上海物贸,11.20,2.10%,2.66%,1.38,18.84%,2.76%,1.48%,59.37%,42.26%,10.89,10.88,10.80,否
2026-01-08,600847,万里股份,11.96,4.36%,2.52%,1.30,19.48%,3.67%,2.24%,74.63%,46.94%,11.69,11.65,11.51,否
2026-01-08,601798,蓝科高新,9.34,3.66%,4.07%,1.65,18.09%,2.25%,0.56%,75.86%,45.37%,9.03,9.01,8.96,否
2026-01-08,603333,尚纬股份,8.99,10.04%,8.33%,4.20,18.80%,3.21%,1.56%,95.40%,62.09%,8.37,8.28,8.18,否
2026-01-08,603577,汇金通,10.94,2.15%,4.77%,1.58,16.00%,3.79%,1.42%,80.49%,75.41%,10.69,10.57,10.39,否
2026-01-08,603578,三星新材,12.26,3.03%,1.86%,1.39,17.54%,2.52%,1.33%,85.71%,40.30%,12.08,12.08,12.01,是
2026-01-08,603637,镇海股份,11.50,5.02%,4.77%,2.23,14.43%,3.34%,1.47%,76.19%,50.18%,11.00,10.93,10.74,否
2026-01-08,603682,锦和商管,6.68,2.93%,3.43%,1.34,16.17%,5.83%,2.41%,60.00%,105.15%,6.61,6.59,6.53,否
2026-01-08,603738,泰晶科技,16.73,3.91%,8.82%,2.15,17.99%,2.23%,1.53%,66.22%,165.60%,16.11,15.90,15.79,否
2026-01-08,603808,歌力思,8.85,3.39%,3.06%,2.07,13.67%,8.14%,3.95%,55.36%,33.05%,8.59,8.50,8.41,否
2026-01-08,603889,新澳股份,8.06,4.13%,2.33%,1.32,15.76%,5.17%,2.07%,76.92%,35.57%,7.88,7.83,7.65,否
2026-01-08,605177,东亚药业,19.52,4.83%,2.52%,1.65,19.42%,3.54%,1.74%,73.53%,44.45%,18.52,18.31,18.29,否
2026-01-05,000670,盈方微,7.73,4.74%,4.80%,1.71,19.79%,2.43%,1.62%,60.71%,53.23%,7.48,7.43,7.44,否
2025-12-25,002172,澳洋健康,4.18,3.98%,4.32%,1.43,17.94%,5.30%,3.54%,68.42%,84.68%,4.09,4.03,4.12,否
2025-12-25,002626,金达威,20.03,5.98%,3.01%,2.16,17.67%,2.26%,1.40%,89.63%,30.95%,19.08,18.79,18.78,否
2025-12-25,002652,扬子新材,4.02,10.14%,7.27%,2.11,16.67%,7.44%,3.30%,78.72%,105.39%,3.71,3.61,3.68,否
2025-12-25,002683,广东宏大,43.06,4.57%,3.47%,1.69,16.84%,6.41%,4.26%,56.23%,64.67%,42.00,41.12,40.50,否
2025-12-25,002801,微光股份,34.92,2.83%,2.58%,1.48,15.92%,3.34%,2.65%,65.55%,36.83%,33.55,33.00,32.93,否
2025-12-25,002870,香山股份,39.69,10.01%,9.35%,2.79,19.98%,3.98%,2.95%,98.63%,63.05%,36.70,36.08,36.10,否
2025-12-25,002933,新兴装备,36.01,3.54%,6.17%,2.84,12.05%,4.53%,3.51%,76.13%,74.72%,35.17,34.96,34.28,否
2025-12-25,002987,京北方,20.29,4.70%,3.95%,2.42,16.56%,3.48%,2.18%,77.53%,35.97%,19.48,19.30,19.13,否
2025-12-25,600433,冠豪高新,3.36,3.07%,2.49%,2.16,10.71%,3.77%,2.83%,75.00%,30.04%,3.24,3.18,3.20,否
2025-12-25,600862,中航高科,22.68,2.62%,2.73%,2.65,13.98%,6.66%,3.78%,69.88%,33.47%,22.23,21.87,21.47,是
2025-12-25,600893,航发动力,41.34,6.46%,2.69%,3.08,15.87%,4.64%,3.93%,75.23%,21.29%,39.25,38.20,37.53,否
2025-12-25,603016,新宏泰,28.70,4.06%,4.14%,2.74,17.21%,3.47%,1.43%,68.67%,37.07%,27.53,27.19,26.74,是
2025-12-25,603082,北自科技,36.63,2.61%,2.90%,1.22,13.92%,2.91%,1.93%,88.89%,50.74%,35.71,35.38,35.88,是
2025-12-25,603270,金帝股份,25.23,4.60%,8.02%,2.54,13.08%,1.84%,1.38%,83.87%,78.61%,24.22,23.94,24.17,否
2025-12-25,603611,诺力股份,24.42,2.13%,1.91%,1.19,14.58%,3.52%,1.97%,92.86%,31.01%,23.61,23.24,23.25,否
2025-12-25,603895,天永智能,29.30,5.21%,4.08%,2.91,15.87%,3.23%,2.63%,95.35%,40.77%,28.26,28.19,28.52,否
2025-12-25,603919,金徽酒,20.43,3.08%,1.62%,1.70,9.30%,2.88%,1.51%,68.37%,25.35%,20.01,19.98,20.04,否
