触发条件,出现次数,平均收益%,历史最高涨幅平均%,胜率
"形态: 10日内有涨停 | 形态: 两连阴 (-0.33%, -1.00%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,4.07,4.07,100.0%
"形态: 两连阴 (-0.26%, -1.72%)",1,4.04,4.04,100.0%
"形态: 两连阴 (-0.24%, -0.36%)",1,3.96,3.96,100.0%
"形态: 两连阴 (-0.60%, -2.41%)",1,3.89,3.89,100.0%
"形态: 两连阴 (-0.85%, -2.22%)",1,3.75,3.75,100.0%
"形态: 两连阴 (-0.79%, -4.78%)",1,3.73,3.73,100.0%
"形态: 两连阴 (-0.93%, -0.70%)",1,3.68,3.68,100.0%
"形态: 两连阴 (-1.18%, -0.32%)",1,3.66,3.66,100.0%
"形态: 两连阴 (-0.10%, -1.05%)",1,3.5,3.5,100.0%
量能: 放量 (2.09X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,3.46,3.46,100.0%
"形态: 两连阴 (-0.34%, -2.48%)",1,3.39,3.39,100.0%
"形态: 两连阴 (-0.25%, -1.28%)",1,3.28,3.28,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-8.34%, -3.21%)",1,3.27,3.27,100.0%
"形态: 两连阴 (-1.15%, -1.58%)",1,3.16,3.16,100.0%
"形态: 两连阴 (-0.59%, -2.26%)",1,3.15,3.15,100.0%
"形态: 两连阴 (-0.09%, -0.18%)",1,3.13,3.13,100.0%
"形态: 两连阴 (-4.97%, -4.99%)",1,3.1,5.01,100.0%
"形态: 两连阴 (-2.04%, -0.58%) | 动量: 突破转强 (阳线上穿5/10)",1,3.04,3.04,100.0%
"形态: 两连阴 (-0.52%, -1.18%)",1,2.98,2.98,100.0%
"形态: 两连阴 (-3.55%, -5.57%)",1,2.96,2.96,100.0%
"形态: 两连阴 (-1.33%, -0.27%)",1,2.94,2.94,100.0%
"形态: 两连阴 (-19.16%, -0.96%)",1,2.87,2.87,100.0%
"形态: 两连阴 (-0.61%, -1.08%)",1,2.74,2.74,100.0%
"形态: 两连阴 (-1.99%, -0.18%)",1,2.73,2.73,100.0%
量能: 放量 (1.52X),1,2.71,2.71,100.0%
量能: 放量 (1.91X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,2.71,2.77,100.0%
"形态: 两连阴 (-2.86%, -1.62%)",1,2.7,2.7,100.0%
"形态: 两连阴 (-0.36%, -1.73%)",1,2.67,2.67,100.0%
"形态: 两连阴 (-0.22%, -1.97%)",1,2.62,2.62,100.0%
"形态: 两连阴 (-1.71%, -0.40%)",1,2.57,2.57,100.0%
"形态: 两连阴 (-0.63%, -2.05%)",1,2.52,2.52,100.0%
趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),34,2.5029411764705882,2.793235294117647,61.76%
"形态: 两连阴 (-0.88%, -3.61%)",1,2.48,3.45,100.0%
"形态: 两连阴 (-0.40%, -1.61%)",1,2.38,2.38,100.0%
"形态: 两连阴 (-2.57%, -2.17%)",1,2.38,2.38,100.0%
"形态: 两连阴 (-4.19%, -0.11%)",1,2.36,2.36,100.0%
"形态: 两连阴 (-1.22%, -0.96%)",1,2.32,2.32,100.0%
"形态: 两连阴 (-0.87%, -3.50%)",1,2.26,2.26,100.0%
"形态: 两连阴 (-0.19%, -1.73%)",1,2.26,2.26,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-3.02%, -1.90%)",1,2.21,2.21,100.0%
"形态: 两连阴 (-1.25%, -0.27%)",1,2.2,2.2,100.0%
动量: 突破转强 (阳线上穿5/10),51,2.1798039215686273,2.7745098039215685,78.43%
"形态: 两连阴 (-2.85%, -0.98%)",1,2.1,2.1,100.0%
量能: 放量 (2.82X) | 形态: 10日内有涨停 | 趋势: 高于MA20,1,2.08,10.0,100.0%
"形态: 两连阴 (-1.16%, -0.94%)",1,2.08,2.08,100.0%
"形态: 两连阴 (-0.45%, -2.45%)",1,2.07,2.07,100.0%
"形态: 两连阴 (-0.81%, -0.90%)",1,1.99,1.99,100.0%
量能: 放量 (1.55X),1,1.97,1.97,100.0%
"形态: 两连阴 (-0.40%, -1.06%)",1,1.95,1.95,100.0%
"形态: 两连阴 (-0.52%, -0.39%)",1,1.89,1.89,100.0%
"形态: 两连阴 (-1.09%, -1.26%)",1,1.87,1.87,100.0%
"形态: 两连阴 (-0.72%, -0.96%)",1,1.87,1.87,100.0%
"形态: 两连阴 (-0.46%, -1.14%)",1,1.83,1.83,100.0%
"形态: 两连阴 (-1.02%, -3.36%)",1,1.81,1.81,100.0%
"形态: 两连阴 (-3.39%, -0.61%)",1,1.79,1.79,100.0%
"形态: 两连阴 (-0.23%, -1.81%)",1,1.78,1.78,100.0%
"形态: 两连阴 (-0.09%, -2.08%)",1,1.73,1.73,100.0%
"形态: 两连阴 (-0.19%, -1.06%)",1,1.73,1.73,100.0%
"形态: 两连阴 (-0.29%, -1.46%)",1,1.73,1.73,100.0%
"形态: 两连阴 (-0.29%, -0.58%)",1,1.72,1.72,100.0%
"形态: 两连阴 (-0.55%, -2.01%)",1,1.68,1.68,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-10.01%, -8.29%)",1,1.68,2.3,100.0%
"形态: 两连阴 (-0.60%, -0.26%)",1,1.62,1.62,100.0%
"形态: 两连阴 (-1.99%, -3.16%)",1,1.52,1.52,100.0%
"形态: 两连阴 (-1.29%, -1.59%)",1,1.3,1.3,100.0%
量能: 放量 (1.58X) | 动量: 突破转强 (阳线上穿5/10),1,1.2,2.01,100.0%
"形态: 两连阴 (-0.90%, -1.82%)",1,1.15,1.15,100.0%
"形态: 两连阴 (-1.46%, -1.60%)",1,1.09,1.09,100.0%
"形态: 两连阴 (-2.65%, -2.09%)",1,1.06,1.06,100.0%
"形态: 两连阴 (-1.11%, -2.64%)",1,1.02,1.33,100.0%
"形态: 两连阴 (-0.67%, -0.60%)",1,0.89,1.12,100.0%
"形态: 两连阴 (-0.72%, -1.09%)",1,0.89,0.89,100.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-6.65%, -3.78%) | 趋势: 高于MA20",1,0.77,0.77,100.0%
趋势: 高于MA20,13,0.7053846153846154,1.4984615384615385,30.77%
"形态: 两连阴 (-1.40%, -0.57%)",1,0.7,0.84,100.0%
"形态: 两连阴 (-1.34%, -0.17%)",1,0.66,0.66,100.0%
"形态: 两连阴 (-4.24%, -1.66%) | 动量: 突破转强 (阳线上穿5/10)",1,0.54,0.54,100.0%
量能: 放量 (1.82X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,0.51,2.78,100.0%
形态: 10日内有涨停,23,0.508695652173913,1.1069565217391304,47.83%
"形态: 两连阴 (-0.97%, -0.82%)",1,0.48,0.48,100.0%
"形态: 两连阴 (-3.00%, -0.33%)",1,0.47,0.47,100.0%
"形态: 两连阴 (-0.22%, -1.77%)",1,0.44,0.44,100.0%
"形态: 两连阴 (-0.99%, -0.80%)",1,0.4,0.4,100.0%
"形态: 两连阴 (-1.51%, -1.53%)",1,0.38,0.38,100.0%
"形态: 两连阴 (-1.39%, -0.79%)",1,0.35,0.35,100.0%
"形态: 两连阴 (-7.96%, -0.35%)",1,0.33,0.33,100.0%
"形态: 两连阴 (-2.39%, -1.47%)",1,0.32,1.62,100.0%
"形态: 两连阴 (-0.99%, -0.25%)",1,0.24,0.24,100.0%
形态: 10日内有涨停 | 动量: 突破转强 (阳线上穿5/10),13,0.22692307692307706,1.1569230769230772,30.77%
"形态: 10日内有涨停 | 形态: 两连阴 (-4.07%, -3.26%)",1,0.0,0.0,0.0%
"量能: 放量 (1.60X) | 形态: 两连阴 (-0.56%, -0.75%)",1,0.0,0.0,0.0%
"形态: 两连阴 (-0.81%, -0.41%)",1,0.0,0.0,0.0%
量能: 放量 (1.61X) | 动量: 突破转强 (阳线上穿5/10),1,0.0,0.0,0.0%
量能: 放量 (1.51X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-0.18,0.81,0.0%
"形态: 两连阴 (-0.22%, -0.44%)",1,-0.22,-0.22,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-6.05%, -1.53%)",1,-0.24,7.69,0.0%
量能: 放量 (1.56X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-0.38,10.0,0.0%
量能: 放量 (1.62X) | 形态: 10日内有涨停 | 趋势: 高于MA20,1,-0.4,4.1,0.0%
"形态: 两连阴 (-2.51%, -2.36%)",1,-0.43,-0.43,0.0%
"形态: 两连阴 (-9.99%, -8.32%)",1,-0.44,-0.44,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-0.45%, -0.68%) | 趋势: 高于MA20",1,-0.45,10.09,0.0%
"形态: 两连阴 (-6.04%, -2.32%)",1,-0.46,0.86,0.0%
"量能: 放量 (2.02X) | 形态: 10日内有涨停 | 形态: 两连阴 (-0.60%, -1.08%) | 动量: 突破转强 (阳线上穿5/10)",1,-0.55,-0.55,0.0%
"形态: 两连阴 (-10.02%, -9.53%) | 趋势: 高于MA20",1,-0.55,2.94,0.0%
"形态: 两连阴 (-1.39%, -3.53%)",1,-0.59,0.74,0.0%
"形态: 两连阴 (-0.73%, -0.25%)",1,-0.6,0.96,0.0%
"形态: 两连阴 (-3.75%, -1.80%)",1,-0.71,-0.41,0.0%
"形态: 两连阴 (-0.59%, -0.44%)",1,-0.73,-0.58,0.0%
"形态: 两连阴 (-1.35%, -1.30%)",1,-0.79,-0.79,0.0%
量能: 放量 (1.65X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-0.81,-0.81,0.0%
"形态: 两连阴 (-4.29%, -2.07%) | 动量: 突破转强 (阳线上穿5/10)",1,-0.96,0.96,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-5.21%, -2.51%) | 趋势: 高于MA20",1,-1.01,10.0,0.0%
"形态: 两连阴 (-1.39%, -1.09%)",1,-1.08,-1.08,0.0%
形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),27,-1.171851851851852,0.09370370370370368,33.33%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-3.57%, -6.68%) | 趋势: 高于MA20",1,-1.34,-1.08,0.0%
量能: 放量 (1.54X),1,-1.39,-0.56,0.0%
"形态: 两连阴 (-1.18%, -2.38%)",1,-1.42,0.94,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-5.45%, -2.50%)",1,-1.43,-1.43,0.0%
"形态: 两连阴 (-2.19%, -0.15%)",1,-1.48,-1.48,0.0%
"量能: 放量 (1.78X) | 形态: 两连阴 (-0.70%, -1.52%) | 动量: 突破转强 (阳线上穿5/10)",1,-1.64,0.66,0.0%
量能: 放量 (1.63X) | 形态: 10日内有涨停 | 动量: 突破转强 (阳线上穿5/10),1,-1.79,-1.79,0.0%
"形态: 两连阴 (-0.22%, -2.24%)",1,-2.04,-1.59,0.0%
形态: 10日内有涨停 | 趋势: 高于MA20,17,-2.0858823529411765,-0.2799999999999999,23.53%
量能: 放量 (2.15X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-2.32,2.17,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-4.63%, -5.00%)",1,-2.33,-2.33,0.0%
量能: 放量 (1.50X) | 形态: 10日内有涨停 | 动量: 突破转强 (阳线上穿5/10),1,-2.46,-0.82,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-3.71%, -1.40%) | 趋势: 高于MA20",1,-2.81,-1.3,0.0%
"量能: 放量 (1.53X) | 形态: 两连阴 (-0.40%, -0.13%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,-2.99,-2.62,0.0%
"形态: 两连阴 (-1.49%, -4.23%)",1,-3.05,3.36,0.0%
"形态: 两连阴 (-1.03%, -2.65%) | 动量: 突破转强 (阳线上穿5/10)",1,-3.07,-1.95,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-2.76%, -4.71%) | 趋势: 高于MA20",1,-3.12,-3.12,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-2.49%, -2.27%) | 趋势: 高于MA20",1,-3.2,-3.2,0.0%
量能: 放量 (1.85X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-3.25,0.28,0.0%
趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),9,-3.2555555555555555,-0.9077777777777778,11.11%
"形态: 10日内有涨停 | 形态: 两连阴 (-2.57%, -3.05%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,-3.57,-0.72,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-8.80%, -1.40%)",1,-3.85,-1.4,0.0%
趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,14,-3.8628571428571425,-1.5985714285714285,14.29%
"形态: 10日内有涨停 | 形态: 两连阴 (-7.51%, -2.16%)",1,-3.97,-3.85,0.0%
趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),28,-4.016785714285715,0.2667857142857143,32.14%
"形态: 两连阴 (-4.17%, -5.19%)",1,-4.25,-4.25,0.0%
趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,23,-4.251304347826087,-2.0430434782608695,26.09%
"形态: 10日内有涨停 | 形态: 两连阴 (-2.14%, -2.36%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,-4.7,0.31,0.0%
量能: 放量 (2.32X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-4.72,-4.72,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-6.03%, -1.86%)",1,-4.75,0.7,0.0%
量能: 放量 (1.74X) | 动量: 突破转强 (阳线上穿5/10),1,-5.16,3.78,0.0%
"趋势: 多头排列 (5>20>60) | 量能: 放量 (1.56X) | 形态: 10日内有涨停 | 形态: 两连阴 (-5.29%, -1.79%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,-5.17,-4.13,0.0%
"量能: 放量 (1.66X) | 形态: 两连阴 (-0.44%, -2.05%) | 动量: 突破转强 (阳线上穿5/10)",1,-5.25,-0.14,0.0%
"形态: 两连阴 (-4.97%, -5.02%)",1,-5.87,-1.08,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-7.28%, -0.62%) | 趋势: 高于MA20",1,-5.89,-4.16,0.0%
"形态: 两连阴 (-3.06%, -1.05%)",1,-6.17,-6.17,0.0%
"形态: 两连阴 (-2.64%, -0.69%)",1,-6.34,-1.91,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-3.02%, -4.47%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,-6.95,1.74,0.0%
"形态: 10日内有涨停 | 形态: 两连阴 (-2.78%, -6.80%) | 趋势: 高于MA20",1,-7.16,-1.71,0.0%
"形态: 两连阴 (-1.40%, -1.94%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,-7.29,-0.24,0.0%
趋势: 多头排列 (5>20>60),3,-7.526666666666666,-5.283333333333333,0.0%
量能: 放量 (1.62X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-8.92,-8.16,0.0%
趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停,6,-9.005,-6.216666666666666,0.0%
量能: 放量 (1.60X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),1,-9.5,-5.72,0.0%
趋势: 多头排列 (5>20>60) | 量能: 放量 (1.61X) | 形态: 10日内有涨停 | 趋势: 高于MA20,1,-10.09,-4.52,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-3.46%, -5.20%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,-11.46,-2.21,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-10.00%, -0.37%)",1,-12.67,-6.11,0.0%
量能: 放量 (1.88X),1,-13.17,-9.21,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-8.16%, -2.41%) | 趋势: 高于MA20",1,-13.92,-10.0,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-8.85%, -1.12%) | 趋势: 高于MA20",1,-14.65,-10.0,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-1.55%, -4.06%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",1,-15.04,-7.39,0.0%
"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-9.98%, -6.06%) | 趋势: 高于MA20",1,-16.19,-10.02,0.0%
