Code,Name,Latest_Date,Latest_Close,Matched_Conditions,MA20,MA60,Volume_Ratio
603920,世运电路,2025-11-28,40.77,趋势: 高于MA20,39.83,41.58,1.12X
000034,神州数码,2025-11-27,39.53,形态: 两连阴,42.79,42.65,1.02X
603733,仙鹤股份,2025-11-28,23.0,趋势: 高于MA20,22.84,23.23,0.88X
603685,晨丰科技,2025-11-28,21.17,趋势: 多头排列 | 趋势: 高于MA20,19.95,19.12,0.99X
603220,中贝通信,2025-11-28,22.37,形态: 两连阴,23.19,23.57,0.74X
600755,厦门国贸,2025-11-28,6.65,趋势: 高于MA20,6.64,6.37,0.89X
600237,铜峰电子,2025-11-28,8.71,趋势: 多头排列 | 形态: 10日内有涨停 | 形态: 两连阴 | 趋势: 高于MA20,8.26,7.84,0.99X
600510,黑牡丹,2025-11-28,9.2,趋势: 高于MA20,9.12,8.28,1.16X
603017,中衡设计,2025-11-28,10.79,趋势: 多头排列 | 形态: 10日内有涨停 | 趋势: 高于MA20,10.17,10.02,1.31X
603209,兴通股份,2025-11-28,16.13,趋势: 多头排列 | 趋势: 高于MA20,15.64,15.18,1.42X
603788,宁波高发,2025-11-28,15.95,形态: 两连阴,16.33,16.84,0.67X
601518,吉林高速,2025-11-28,2.92,形态: 两连阴,3.02,2.87,0.94X
600006,东风股份,2025-11-28,7.43,形态: 两连阴,7.72,7.64,0.79X
600113,浙江东日,2025-11-28,54.8,形态: 两连阴 | 趋势: 高于MA20,53.30,54.19,1.12X
600768,宁波富邦,2025-11-28,13.0,形态: 两连阴,13.31,12.77,0.26X
600602,云赛智联,2025-11-28,18.89,形态: 两连阴,19.13,20.00,0.57X
603650,彤程新材,2025-11-28,39.42,趋势: 多头排列 | 形态: 两连阴,39.91,39.62,0.42X
605336,帅丰电器,2025-11-28,15.96,趋势: 多头排列 | 形态: 两连阴,16.12,15.55,0.60X
600246,万通发展,2025-11-28,12.92,量能: 放量 (2.39X) | 形态: 10日内有涨停 | 趋势: 高于MA20,11.88,12.46,2.39X
600081,东风科技,2025-11-28,12.13,形态: 两连阴,12.40,12.80,0.89X
603758,秦安股份,2025-11-28,17.9,趋势: 多头排列 | 量能: 放量 (2.59X) | 形态: 10日内有涨停 | 趋势: 高于MA20,15.69,15.37,2.59X
600038,中直股份,2025-11-28,35.42,形态: 两连阴,36.00,36.33,0.56X
603187,海容冷链,2025-11-28,15.0,趋势: 高于MA20,14.78,14.86,0.60X
600383,金地集团,2025-11-28,3.46,形态: 两连阴,3.81,4.01,0.99X
600988,赤峰黄金,2025-11-28,32.0,趋势: 多头排列 | 趋势: 高于MA20,30.36,29.57,1.39X
601008,连云港,2025-11-28,5.27,形态: 两连阴,5.52,5.73,1.08X
600649,城投控股,2025-11-28,4.32,形态: 两连阴,4.60,4.70,1.50X
603322,超讯通信,2025-11-28,47.9,形态: 两连阴 | 趋势: 高于MA20,46.67,47.30,0.60X
605155,西大门,2025-11-28,16.45,形态: 两连阴,16.69,15.87,0.82X
603267,鸿远电子,2025-11-28,46.8,形态: 两连阴,47.14,52.79,1.04X
603216,梦天家居,2025-11-28,28.66,趋势: 多头排列 | 形态: 10日内有涨停 | 趋势: 高于MA20,18.85,17.18,0.90X
603215,比依股份,2025-11-28,20.65,趋势: 高于MA20,20.29,20.97,0.90X
600373,中文传媒,2025-11-28,10.57,形态: 两连阴,11.15,10.57,0.87X
600797,浙大网新,2025-11-28,10.82,形态: 两连阴 | 趋势: 高于MA20,10.70,10.84,0.48X
603310,巍华新材,2025-11-28,17.08,形态: 两连阴,17.73,17.78,0.77X
000065,北方国际,2025-11-27,12.02,趋势: 多头排列 | 趋势: 高于MA20,11.66,11.34,0.85X
603499,翔港科技,2025-11-28,21.17,趋势: 多头排列 | 趋势: 高于MA20,19.00,18.16,0.53X
600106,重庆路桥,2025-11-28,6.09,量能: 放量 (1.57X),6.39,6.51,1.57X
002343,慈文传媒,2025-11-27,8.27,趋势: 多头排列 | 趋势: 高于MA20,8.06,8.06,0.85X
600198,大唐电信,2025-11-28,8.43,趋势: 多头排列 | 形态: 两连阴 | 趋势: 高于MA20,8.31,8.28,0.54X
600529,山东药玻,2025-11-28,20.13,形态: 两连阴,20.88,21.28,1.42X
600830,香溢融通,2025-11-28,9.45,形态: 两连阴,9.88,9.92,0.79X
600536,中国软件,2025-11-28,45.23,形态: 两连阴,48.32,49.66,0.77X
603122,合富中国,2025-11-28,22.23,趋势: 多头排列 | 形态: 10日内有涨停 | 趋势: 高于MA20,17.53,10.28,0.89X
603697,有友食品,2025-11-28,13.19,趋势: 高于MA20,12.99,12.36,1.07X
000025,特  力Ａ,2025-11-27,20.07,趋势: 多头排列 | 形态: 10日内有涨停 | 趋势: 高于MA20,18.93,18.32,1.44X
603956,威派格,2025-11-28,6.89,趋势: 多头排列 | 趋势: 高于MA20,6.77,6.72,0.60X
603656,泰禾智能,2025-11-28,22.89,形态: 两连阴,23.92,22.38,0.45X
603919,金徽酒,2025-11-28,20.68,形态: 两连阴 | 趋势: 高于MA20,20.56,20.75,0.74X
600845,宝信软件,2025-11-28,21.32,形态: 两连阴,22.56,23.15,0.42X
000061,农 产 品,2025-11-27,9.42,趋势: 多头排列,9.45,8.88,0.65X
603206,嘉环科技,2025-11-28,16.74,趋势: 高于MA20,16.57,16.87,1.01X
603236,移远通信,2025-11-28,88.75,趋势: 高于MA20,88.35,95.91,0.88X
600419,天润乳业,2025-11-28,9.94,形态: 两连阴,9.97,10.22,1.50X
000039,中集集团,2025-11-27,8.91,趋势: 多头排列 | 形态: 10日内有涨停 | 趋势: 高于MA20,8.33,8.15,1.37X
603010,万盛股份,2025-11-28,11.62,量能: 放量 (1.62X) | 形态: 10日内有涨停,11.84,10.97,1.62X
601228,广州港,2025-11-28,3.29,形态: 两连阴,3.39,3.40,0.87X
002371,北方华创,2025-11-27,422.0,趋势: 多头排列 | 趋势: 高于MA20,410.69,407.11,0.73X
600969,郴电国际,2025-11-28,8.71,趋势: 多头排列 | 形态: 两连阴 | 趋势: 高于MA20,8.62,7.75,0.77X
603727,博迈科,2025-11-28,15.35,趋势: 多头排列 | 形态: 10日内有涨停 | 趋势: 高于MA20,14.56,14.06,0.44X
600026,中远海能,2025-11-28,12.08,形态: 两连阴,12.67,12.28,1.32X
603136,天目湖,2025-11-28,11.29,形态: 两连阴,11.61,12.09,0.77X
600332,白云山,2025-11-28,25.76,形态: 两连阴,26.54,26.04,0.79X
600941,中国移动,2025-11-28,107.7,趋势: 多头排列,107.83,107.07,0.81X
600182,S佳通,2025-11-28,15.56,量能: 放量 (2.65X),15.68,15.50,2.65X
600661,昂立教育,2025-11-28,10.88,趋势: 多头排列 | 趋势: 高于MA20,10.73,10.59,1.01X
601218,吉鑫科技,2025-11-28,4.98,形态: 两连阴,5.43,5.33,1.06X
603060,国检集团,2025-11-28,6.38,形态: 两连阴,6.56,6.56,0.42X
603166,福达股份,2025-11-28,14.45,形态: 两连阴,14.76,16.81,0.87X
603061,金海通,2025-11-28,125.12,形态: 两连阴,126.74,123.94,0.25X
603818,曲美家居,2025-11-28,3.9,形态: 两连阴,4.07,4.01,0.64X
603199,九华旅游,2025-11-28,35.11,形态: 两连阴,35.61,36.52,0.68X
603392,万泰生物,2025-11-28,48.18,形态: 两连阴,53.58,55.88,0.77X
603466,风语筑,2025-11-28,9.99,趋势: 多头排列 | 形态: 两连阴 | 趋势: 高于MA20,9.88,9.74,0.24X
603978,深圳新星,2025-11-28,33.12,形态: 10日内有涨停,33.18,25.38,0.75X
600770,综艺股份,2025-11-28,5.24,形态: 两连阴,5.50,5.65,0.94X
600219,南山铝业,2025-11-28,4.74,形态: 两连阴,4.94,4.33,0.52X
600681,百川能源,2025-11-28,4.26,形态: 两连阴,4.70,4.26,0.77X
600310,广西能源,2025-11-28,3.83,形态: 两连阴,3.98,3.98,0.25X
600408,安泰集团,2025-11-28,4.67,形态: 10日内有涨停,4.84,3.31,1.01X
601800,中国交建,2025-11-28,8.52,形态: 两连阴,8.69,8.81,0.89X
600283,钱江水利,2025-11-28,9.38,形态: 两连阴,9.66,9.63,0.07X
600589,大位科技,2025-11-28,7.87,量能: 放量 (2.45X) | 趋势: 高于MA20,7.31,7.50,2.45X
600127,金健米业,2025-11-28,6.86,趋势: 多头排列 | 形态: 两连阴,6.95,6.87,0.55X
600118,中国卫星,2025-11-28,43.4,趋势: 高于MA20,42.89,39.02,1.14X
603607,京华激光,2025-11-28,25.04,量能: 放量 (1.66X) | 趋势: 高于MA20,24.11,24.16,1.66X
600828,茂业商业,2025-11-28,6.15,趋势: 多头排列 | 量能: 放量 (2.22X) | 形态: 10日内有涨停 | 趋势: 高于MA20,4.47,4.30,2.22X
601811,新华文轩,2025-11-28,13.95,形态: 两连阴,14.15,14.68,0.70X
603601,再升科技,2025-11-28,5.09,趋势: 高于MA20,4.81,5.03,1.45X
601226,华电科工,2025-11-28,7.54,量能: 放量 (1.65X),7.67,7.41,1.65X
601958,金钼股份,2025-11-28,13.92,形态: 两连阴,14.36,14.97,0.84X
600302,标准股份,2025-11-28,10.46,趋势: 高于MA20,10.40,8.24,1.04X
601003,柳钢股份,2025-11-28,4.99,形态: 两连阴,5.28,5.36,1.14X
600576,祥源文旅,2025-11-28,7.39,形态: 两连阴,7.53,7.74,0.82X
600927,永安期货,2025-11-28,14.34,形态: 两连阴,15.01,15.00,0.76X
603058,永吉股份,2025-11-28,8.96,形态: 两连阴,9.29,9.30,0.33X
603848,好太太,2025-11-28,19.49,形态: 两连阴,20.29,23.00,0.44X
600285,羚锐制药,2025-11-28,21.84,形态: 两连阴,22.40,22.64,0.24X
600826,兰生股份,2025-11-28,11.8,趋势: 多头排列 | 形态: 10日内有涨停 | 形态: 两连阴 | 趋势: 高于MA20,11.59,11.08,0.51X
600706,曲江文旅,2025-11-28,10.91,趋势: 高于MA20,10.79,10.85,1.30X
002376,新北洋,2025-11-27,7.42,形态: 两连阴,7.75,7.75,0.61X
600585,海螺水泥,2025-11-28,22.85,形态: 两连阴,23.18,23.42,0.80X
603052,可川科技,2025-11-28,31.11,形态: 10日内有涨停,32.89,31.72,0.35X
603676,卫信康,2025-11-28,11.23,趋势: 高于MA20,11.21,11.62,0.49X
601133,柏诚股份,2025-11-28,13.7,趋势: 多头排列 | 趋势: 高于MA20,13.13,13.05,0.83X
600966,博汇纸业,2025-11-28,6.35,趋势: 多头排列 | 趋势: 高于MA20,5.80,5.30,1.16X
600635,大众公用,2025-11-28,8.23,趋势: 多头排列 | 形态: 10日内有涨停 | 趋势: 高于MA20,7.10,6.15,0.83X
600838,上海九百,2025-11-28,9.07,趋势: 高于MA20,8.96,8.80,1.20X
603626,科森科技,2025-11-28,13.04,量能: 放量 (1.57X) | 形态: 10日内有涨停 | 趋势: 高于MA20,12.66,13.73,1.57X
603698,航天工程,2025-11-28,18.12,形态: 两连阴,18.94,19.30,0.49X
600571,信雅达,2025-11-28,16.49,形态: 两连阴,16.59,16.98,0.58X
600491,龙元建设,2025-11-28,3.1,形态: 两连阴,3.25,3.42,1.10X
600965,福成股份,2025-11-28,5.87,趋势: 多头排列 | 趋势: 高于MA20,5.66,5.26,0.67X
605108,同庆楼,2025-11-28,18.77,形态: 两连阴,19.39,19.86,0.44X
603097,江苏华辰,2025-11-28,28.63,趋势: 多头排列 | 形态: 10日内有涨停 | 趋势: 高于MA20,27.06,24.49,0.89X
600435,北方导航,2025-11-28,13.73,形态: 两连阴,13.87,14.35,0.48X
600363,联创光电,2025-11-28,53.78,形态: 两连阴,57.50,60.81,0.83X
600531,豫光金铅,2025-11-28,11.06,形态: 两连阴,11.45,11.73,1.33X
601155,新城控股,2025-11-28,14.91,趋势: 高于MA20,14.72,14.91,0.69X
600858,银座股份,2025-11-28,5.93,趋势: 高于MA20,5.77,5.77,1.29X
601179,中国西电,2025-11-28,8.33,形态: 两连阴,9.04,7.57,0.76X
603137,恒尚节能,2025-11-28,14.74,趋势: 高于MA20,14.68,14.45,0.61X
601975,招商南油,2025-11-28,3.12,形态: 两连阴,3.24,3.19,1.11X
600495,晋西车轴,2025-11-28,4.95,形态: 两连阴,5.14,5.15,0.72X
600581,八一钢铁,2025-11-28,3.59,形态: 两连阴,3.90,4.27,1.15X
000019,深粮控股,2025-11-27,7.09,趋势: 多头排列 | 形态: 两连阴,7.23,6.97,0.60X
600503,华丽家族,2025-11-28,2.97,形态: 两连阴,3.12,3.29,0.94X
603170,宝立食品,2025-11-28,15.01,形态: 两连阴,15.46,14.70,0.79X
600782,新钢股份,2025-11-28,3.81,形态: 两连阴,4.12,4.12,0.80X
603983,丸美生物,2025-11-28,35.43,趋势: 高于MA20,33.69,36.89,0.96X
600628,新世界,2025-11-28,7.69,量能: 放量 (1.55X) | 趋势: 高于MA20,7.65,7.60,1.55X
600036,招商银行,2025-11-28,42.95,趋势: 多头排列 | 趋势: 高于MA20,42.89,42.09,0.85X
605058,澳弘电子,2025-11-28,30.1,趋势: 高于MA20,29.23,29.32,1.15X
603619,中曼石油,2025-11-28,22.4,趋势: 多头排列,22.94,20.59,0.87X
601231,环旭电子,2025-11-28,22.31,趋势: 高于MA20,22.27,21.21,1.05X
603001,奥康国际,2025-11-28,10.0,趋势: 多头排列 | 量能: 放量 (2.13X) | 趋势: 高于MA20,9.07,8.79,2.13X
600573,惠泉啤酒,2025-11-28,12.15,趋势: 高于MA20,11.93,11.78,1.23X
600138,中青旅,2025-11-28,9.57,形态: 两连阴,9.75,9.93,0.79X
600717,天津港,2025-11-28,4.55,形态: 两连阴,4.76,4.78,0.75X
600871,石化油服,2025-11-28,2.28,形态: 两连阴,2.38,2.22,0.88X
605118,力鼎光电,2025-11-28,27.8,形态: 两连阴 | 趋势: 高于MA20,27.32,28.65,1.23X
600111,北方稀土,2025-11-28,45.0,形态: 两连阴,46.50,49.63,0.88X
603269,海鸥股份,2025-11-28,12.51,量能: 放量 (1.98X) | 趋势: 高于MA20,12.18,12.56,1.98X
600616,金枫酒业,2025-11-28,5.65,形态: 两连阴,5.76,5.71,0.96X
603,N/A,2025-11-28,20.97,趋势: 多头排列 | 趋势: 高于MA20,20.09,19.98,0.92X
600819,耀皮玻璃,2025-11-28,8.22,形态: 两连阴,8.76,7.81,0.66X
603026,石大胜华,2025-11-28,92.57,趋势: 多头排列 | 形态: 10日内有涨停 | 趋势: 高于MA20,81.61,59.42,1.30X
600835,上海机电,2025-11-28,30.88,趋势: 多头排列 | 形态: 10日内有涨停 | 趋势: 高于MA20,27.46,26.85,0.75X
600226,亨通股份,2025-11-28,4.45,趋势: 多头排列 | 趋势: 高于MA20,4.31,4.23,1.11X
600105,永鼎股份,2025-11-28,16.42,趋势: 多头排列 | 形态: 10日内有涨停 | 趋势: 高于MA20,15.04,13.45,0.78X
601007,金陵饭店,2025-11-28,7.79,趋势: 高于MA20,7.67,7.67,1.32X
603730,岱美股份,2025-11-28,8.16,趋势: 多头排列 | 形态: 10日内有涨停 | 趋势: 高于MA20,7.74,6.86,0.55X
603039,泛微网络,2025-11-28,52.85,形态: 两连阴,53.84,55.87,0.68X
600916,中国黄金,2025-11-28,8.04,形态: 两连阴,8.21,8.38,0.77X
603108,润达医疗,2025-11-28,15.63,形态: 两连阴,15.94,16.05,0.42X
600679,上海凤凰,2025-11-28,13.99,趋势: 多头排列 | 趋势: 高于MA20,13.61,13.26,1.04X
003018,金富科技,2025-11-28,20.52,趋势: 多头排列 | 形态: 10日内有涨停 | 趋势: 高于MA20,14.48,12.80,0.17X
600959,江苏有线,2025-11-28,3.48,形态: 两连阴,3.65,3.65,0.71X
603186,华正新材,2025-11-28,44.2,趋势: 多头排列 | 形态: 10日内有涨停 | 趋势: 高于MA20,42.69,42.38,0.28X
605179,一鸣食品,2025-11-28,21.96,量能: 放量 (1.63X),22.11,21.77,1.63X
603893,瑞芯微,2025-11-28,181.81,趋势: 高于MA20,172.71,194.84,0.60X
600477,杭萧钢构,2025-11-28,2.84,形态: 两连阴,2.88,2.77,0.86X
600063,皖维高新,2025-11-28,5.92,形态: 两连阴,6.21,6.01,0.69X
601969,海南矿业,2025-11-28,11.65,趋势: 高于MA20,11.51,9.61,0.81X
000066,中国长城,2025-11-27,14.89,形态: 两连阴,15.95,16.49,0.63X
600880,博瑞传播,2025-11-28,5.39,趋势: 多头排列 | 趋势: 高于MA20,5.20,5.03,0.61X
600808,马钢股份,2025-11-28,3.91,形态: 两连阴,4.08,3.90,1.02X
605006,山东玻纤,2025-11-28,7.37,形态: 两连阴,7.57,7.82,0.66X
605300,佳禾食品,2025-11-28,12.5,量能: 放量 (1.75X) | 趋势: 高于MA20,12.27,12.54,1.75X
601163,三角轮胎,2025-11-28,14.58,形态: 两连阴,14.88,14.30,0.69X
601952,苏垦农发,2025-11-28,9.14,形态: 两连阴,9.36,9.42,0.59X
601177,杭齿前进,2025-11-28,17.13,量能: 放量 (1.76X) | 趋势: 高于MA20,17.10,18.03,1.76X
603530,神马电力,2025-11-28,40.26,形态: 两连阴,43.58,37.42,0.68X
600436,片仔癀,2025-11-28,171.87,量能: 放量 (1.55X) | 形态: 两连阴,177.42,188.89,1.55X
